word,rating,count
lettuce,4.3,40
lost,4.3,30
mad,4.3,30
members,4.3,20
number,4.299,97
cool,4.297,37
use,4.297,74
mention,4.296,71
11,4.294,34
advance,4.294,34
eclair,4.294,17
greeted,4.294,17
cinnamon,4.292,24
specifically,4.292,24
added,4.29,31
half,4.29,186
rave,4.29,31
strawberries,4.29,31
break,4.289,38
mean,4.288,111
bf,4.286,42
cheesy,4.286,56
husband,4.286,77
review,4.286,276
seafood,4.286,21
shell,4.286,21
tell,4.286,168
thousands,4.286,14
veggies,4.286,28
service,4.285,797
left,4.284,201
person,4.284,148
traffic,4.283,46
20,4.282,170
step,4.282,39
doesn,4.281,192
prepare,4.28,25
watch,4.28,25
coast,4.278,18
croquet,4.278,18
dip,4.278,18
min,4.278,36
oil,4.278,18
kinda,4.277,65
morning,4.275,138
yesterday,4.275,40
98,4.273,22
anyways,4.273,33
double,4.273,33
sides,4.273,44
plate,4.272,92
hand,4.271,59
heard,4.27,137
changed,4.269,26
wrapped,4.269,26
hear,4.268,56
adding,4.267,15
enormous,4.267,15
offers,4.267,15
went,4.266,448
average,4.265,49
catering,4.265,49
annoying,4.263,19
crap,4.263,19
mistake,4.263,19
aren,4.26,77
arrived,4.26,50
dressing,4.259,54
finally,4.259,185
recommendations,4.259,27
rice,4.259,54
bites,4.258,31
raving,4.258,31
regular,4.253,99
thought,4.253,198
look,4.252,270
ordered,4.252,682
allow,4.25,12
asian,4.25,16
catch,4.25,16
eggplant,4.25,12
expecting,4.25,44
finish,4.25,36
hang,4.25,12
hassle,4.25,28
ill,4.25,12
meant,4.25,12
provided,4.25,16
recent,4.25,24
thursday,4.25,12
decided,4.248,133
month,4.244,45
past,4.244,82
better,4.243,485
hearing,4.243,37
pick,4.242,289
weekday,4.242,33
mom,4.241,87
salad,4.241,162
future,4.24,25
interesting,4.24,25
pepper,4.24,25
school,4.24,25
tamale,4.24,25
gone,4.239,67
baby,4.238,42
environment,4.238,21
vanilla,4.238,21
soup,4.237,76
second,4.236,110
16,4.235,17
bc,4.235,17
closed,4.235,17
confused,4.235,17
forever,4.235,51
center,4.233,30
drove,4.233,43
experienced,4.233,30
shredded,4.233,30
missing,4.232,69
card,4.231,13
forgot,4.231,39
isn,4.231,147
ordinary,4.231,13
sound,4.231,26
willing,4.231,39
presentation,4.227,22
cake,4.226,1462
talking,4.226,62
having,4.224,147
said,4.223,354
nuts,4.222,18
star,4.218,170
chose,4.217,23
overly,4.217,46
exactly,4.214,42
im,4.214,42
noisy,4.214,14
request,4.214,14
tops,4.214,14
write,4.214,70
icing,4.211,19
simple,4.211,90
store,4.21,167
return,4.209,67
awhile,4.208,24
portions,4.208,24
sat,4.208,24
didn,4.204,460
needs,4.204,54
assist,4.2,15
demand,4.2,15
machine,4.2,40
saturday,4.2,65
stick,4.2,40
unless,4.2,45
dont,4.197,61
certain,4.19,21
sub,4.19,21
business,4.189,122
stars,4.189,355
fine,4.188,48
loaded,4.188,16
crust,4.187,91
obviously,4.186,43
miles,4.184,38
did,4.183,327
ass,4.182,33
decent,4.182,99
figured,4.182,22
offered,4.182,33
okay,4.182,170
passed,4.182,22
says,4.182,55
30,4.181,149
looked,4.18,122
40,4.179,39
nearly,4.179,28
noticed,4.179,39
experience,4.178,213
longer,4.177,62
happens,4.176,17
numerous,4.176,17
counter,4.174,195
fact,4.173,98
waiting,4.171,287
available,4.169,71
compliment,4.167,12
cook,4.167,12
luck,4.167,36
minus,4.167,12
offering,4.167,12
saying,4.167,72
sizes,4.167,12
major,4.158,19
rest,4.158,57
twice,4.155,71
knowing,4.154,26
learned,4.154,13
order,4.154,1275
pickup,4.154,13
site,4.154,13
tips,4.154,13
office,4.152,66
pieces,4.152,33
took,4.152,231
change,4.15,40
pictures,4.15,20
sort,4.149,67
used,4.149,134
maybe,4.144,181
2nd,4.143,21
earlier,4.143,21
fault,4.143,14
tries,4.143,14
making,4.141,85
style,4.141,71
completely,4.137,51
80,4.136,22
ask,4.134,142
checking,4.133,15
eventually,4.133,15
seasoning,4.133,15
specific,4.133,15
suggestion,4.133,15
vs,4.133,15
cut,4.132,38
appetizers,4.13,23
american,4.129,31
hope,4.129,70
wasn,4.129,295
weeks,4.129,31
picture,4.125,24
prosciutto,4.125,16
jose,4.12,25
late,4.12,50
met,4.118,17
ppl,4.118,17
picked,4.117,60
likes,4.111,18
servers,4.111,45
son,4.111,27
weird,4.111,27
apparently,4.107,28
wanted,4.106,218
eye,4.105,38
hardly,4.105,19
orders,4.104,182
15,4.1,140
decision,4.1,20
sad,4.1,50
today,4.099,171
type,4.098,61
onions,4.097,62
realized,4.097,31
immediately,4.096,52
problem,4.095,84
rushed,4.095,21
seated,4.095,21
bag,4.094,32
server,4.093,43
wouldn,4.093,86
fridge,4.091,33
sign,4.091,33
update,4.091,22
previous,4.087,23
stand,4.087,115
ok,4.085,212
feels,4.083,24
patties,4.083,12
sales,4.083,12
talk,4.083,48
trained,4.083,12
sit,4.078,116
calling,4.077,13
chunks,4.077,13
couldn,4.077,104
salt,4.077,13
raves,4.074,27
fail,4.071,14
garden,4.071,14
hello,4.071,14
masses,4.071,14
minutes,4.071,325
obvious,4.071,14
shot,4.071,14
complain,4.069,29
frozen,4.067,15
helps,4.067,15
repeat,4.067,15
hype,4.064,141
hour,4.063,158
option,4.063,32
pay,4.063,126
taking,4.06,100
book,4.059,17
fuss,4.059,17
old,4.057,53
exception,4.056,18
expectations,4.056,18
general,4.056,18
memorable,4.056,18
tortilla,4.056,18
fix,4.053,38
certainly,4.05,20
watching,4.048,21
hell,4.043,47
kitchen,4.043,23
pre,4.035,57
care,4.034,87
mess,4.033,30
serving,4.032,31
45,4.03,33
job,4.029,68
loud,4.028,72
12,4.02,51
gave,4.007,144
anxious,4.0,13
asking,4.0,27
attack,4.0,12
basic,4.0,12
caesar,4.0,13
community,4.0,14
company,4.0,21
complaint,4.0,29
complaints,4.0,16
fatty,4.0,22
follow,4.0,12
game,4.0,17
loving,4.0,12
needed,4.0,89
paper,4.0,17
quantity,4.0,14
rate,4.0,18
sold,4.0,24
using,4.0,19
wallet,4.0,15
website,4.0,16
weren,4.0,39
guy,3.986,74
takes,3.982,57
normally,3.978,45
smaller,3.978,45
soggy,3.974,39
instead,3.973,113
felt,3.97,67
confusing,3.955,22
handed,3.955,22
important,3.955,22
chaos,3.953,43
fight,3.952,21
ridiculous,3.952,62
didnt,3.95,20
written,3.947,19
wheat,3.944,18
credit,3.941,17
hoping,3.941,17
money,3.94,84
employees,3.936,173
online,3.933,15
writing,3.932,74
unfortunately,3.93,43
success,3.929,14
hyped,3.923,13
lately,3.923,13
telling,3.923,26
giving,3.918,61
anymore,3.917,24
syrup,3.917,12
issue,3.913,46
complete,3.909,22
figure,3.909,33
notice,3.905,21
purchase,3.905,42
stuck,3.905,21
showed,3.895,19
spanish,3.895,19
turned,3.892,37
girl,3.89,82
customer,3.889,253
hopefully,3.889,18
nightmare,3.889,18
numbers,3.889,18
greasy,3.882,51
rated,3.882,17
wants,3.88,25
issues,3.875,16
prior,3.875,16
waited,3.875,96
lose,3.867,15
speak,3.867,30
stupid,3.867,15
kidding,3.864,22
charge,3.857,35
nope,3.857,14
product,3.857,28
shame,3.857,21
based,3.848,33
handle,3.848,33
according,3.846,13
effort,3.846,13
smells,3.846,13
shit,3.842,19
batch,3.833,12
control,3.833,24
dry,3.828,116
healthy,3.824,34
vegan,3.824,17
called,3.822,90
joke,3.813,16
professional,3.813,16
sadly,3.808,26
receive,3.8,15
registers,3.8,15
supposed,3.8,25
zoo,3.8,15
given,3.789,71
placed,3.781,32
customers,3.776,165
barely,3.773,22
lacking,3.773,22
boss,3.769,13
cashiers,3.769,13
happened,3.759,29
cold,3.754,57
explain,3.75,16
mainly,3.75,16
shouldn,3.75,20
standing,3.746,67
cash,3.741,27
gluten,3.714,14
selling,3.714,14
stale,3.714,14
threw,3.714,14
funny,3.706,17
starts,3.692,13
aware,3.688,16
cafeteria,3.688,16
sent,3.688,16
register,3.683,60
cups,3.667,15
explained,3.667,12
holding,3.667,12
trays,3.667,12
hold,3.659,41
conversation,3.65,20
cashier,3.635,52
receipt,3.632,19
awful,3.6,15
mediocre,3.6,20
asked,3.598,179
sour,3.588,17
blocks,3.583,24
answer,3.579,19
clear,3.579,19
bother,3.571,21
alright,3.565,23
lady,3.565,62
told,3.56,207
woman,3.56,25
sorry,3.552,58
services,3.538,13
forgotten,3.533,15
received,3.533,30
understand,3.527,93
sick,3.526,19
owner,3.5,16
realize,3.5,26
clearly,3.48,25
disappointment,3.467,15
suppose,3.462,13
lack,3.455,33
pm,3.438,16
reputation,3.429,14
bland,3.415,41
attention,3.389,36
correct,3.389,18
par,3.385,13
overrated,3.382,34
meh,3.37,27
gross,3.36,25
custom,3.35,40
sheet,3.346,26
employee,3.338,71
attempt,3.333,18
paid,3.333,42
stood,3.333,27
waste,3.316,19
phone,3.31,58
paying,3.296,27
lacked,3.267,15
disgusting,3.25,12
plastic,3.25,16
young,3.25,20
coworker,3.235,17
costco,3.167,12
quarter,3.167,12
horrible,3.143,35
upset,3.143,14
disappointing,3.115,26
design,3.091,22
stated,3.071,14
trash,3.063,16
message,3.0,14
worst,2.95,20
poor,2.864,22
worse,2.762,21
policy,2.692,13
management,2.684,19
terrible,2.6,25
rude,2.593,27
manager,2.581,62
attitude,2.12,25
